,카테고리명,자재그룹명,제품명,안전재고,분류,variable,value
395,CHB,E2,Z2,0.0,K,2020-12-04 00:00:00,9.3
396,CHB,E2,Z3,0.0,K,2020-12-04 00:00:00,0.0
397,CHB,E2,KC,0.0,E,2020-12-04 00:00:00,0.0
398,CHB,E2,KC2,0.0,L,2020-12-04 00:00:00,0.0
399,CHB,E2,KC3,0.0,F,2020-12-04 00:00:00,0.0
400,CHB,E1,A,0.0,E,2020-12-05 00:00:00,0.0
401,CHB,E1,B,0.0,E,2020-12-05 00:00:00,0.0
402,CHB,E1,C,0.0,A,2020-12-05 00:00:00,6.4
403,CHB,E1,D,0.0,A,2020-12-05 00:00:00,0.0
404,CHB,E1,E,39593.3,A,2020-12-05 00:00:00,0.0
405,CHB,E1,F,0.0,A,2020-12-05 00:00:00,179.1
406,CHB,E1,G,0.0,M,2020-12-05 00:00:00,0.0
407,CHB,E1,H,46893.9,A,2020-12-05 00:00:00,0.0
408,CHB,E1,I,0.0,K,2020-12-05 00:00:00,216.9
409,CHB,E1,J,0.0,A,2020-12-05 00:00:00,0.0
410,CHB,E1,K,0.0,A,2020-12-05 00:00:00,123.9
411,CHB,E1,L,0.0,A,2020-12-05 00:00:00,0.0
412,CHB,E1,M,0.0,A,2020-12-05 00:00:00,0.0
413,CHB,E1,N,0.0,E,2020-12-05 00:00:00,0.0
414,CHB,E1,O,0.0,E,2020-12-05 00:00:00,0.0
415,CHB,E1,P,0.0,E,2020-12-05 00:00:00,0.0
416,CHB,E1,Q,0.0,E,2020-12-05 00:00:00,0.0
417,CHB,E1,R,0.0,A,2020-12-05 00:00:00,0.0
418,CHB,E1,S,0.0,E,2020-12-05 00:00:00,0.0
419,CHB,E1,T,0.0,E,2020-12-05 00:00:00,0.0
420,CHB,E2,U,0.0,E,2020-12-05 00:00:00,0.0
421,CHB,E2,V,0.0,E,2020-12-05 00:00:00,0.0
422,CHB,E2,W,0.0,E,2020-12-05 00:00:00,0.0
423,CHB,E2,X,0.0,E,2020-12-05 00:00:00,0.0
424,CHB,E2,Y,0.0,E,2020-12-05 00:00:00,0.0
425,CHB,E2,Z,0.0,E,2020-12-05 00:00:00,0.0
426,CHB,E2,A1,0.0,E,2020-12-05 00:00:00,0.0
427,CHB,E2,A2,0.0,A,2020-12-05 00:00:00,0.0
428,CHB,E2,A3,0.0,B,2020-12-05 00:00:00,0.0
429,CHB,E2,B2,0.0,G,2020-12-05 00:00:00,0.0
430,CHB,E2,B3,0.0,F,2020-12-05 00:00:00,0.0
431,CHB,E2,FF1,0.0,E,2020-12-05 00:00:00,0.0
432,CHB,E2,FF2,0.0,F,2020-12-05 00:00:00,0.0
433,CHB,E2,FF3,0.0,M,2020-12-05 00:00:00,36.4
434,CHB,E2,Z1,0.0,H,2020-12-05 00:00:00,0.0
435,CHB,E2,Z2,0.0,K,2020-12-05 00:00:00,0.0
436,CHB,E2,Z3,0.0,K,2020-12-05 00:00:00,0.0
437,CHB,E2,KC,0.0,E,2020-12-05 00:00:00,0.0
438,CHB,E2,KC2,0.0,L,2020-12-05 00:00:00,0.0
439,CHB,E2,KC3,0.0,F,2020-12-05 00:00:00,0.0
440,CHB,E1,A,0.0,E,2020-12-06 00:00:00,0.0
441,CHB,E1,B,0.0,E,2020-12-06 00:00:00,0.0
442,CHB,E1,C,0.0,A,2020-12-06 00:00:00,0.0
443,CHB,E1,D,0.0,A,2020-12-06 00:00:00,10.2
444,CHB,E1,E,39593.3,A,2020-12-06 00:00:00,277.2
445,CHB,E1,F,0.0,A,2020-12-06 00:00:00,0.0
446,CHB,E1,G,0.0,M,2020-12-06 00:00:00,117.7
447,CHB,E1,H,46893.9,A,2020-12-06 00:00:00,0.0
448,CHB,E1,I,0.0,K,2020-12-06 00:00:00,0.0
449,CHB,E1,J,0.0,A,2020-12-06 00:00:00,37.3
450,CHB,E1,K,0.0,A,2020-12-06 00:00:00,6.2
451,CHB,E1,L,0.0,A,2020-12-06 00:00:00,611.1
452,CHB,E1,M,0.0,A,2020-12-06 00:00:00,0.0
453,CHB,E1,N,0.0,E,2020-12-06 00:00:00,0.0
454,CHB,E1,O,0.0,E,2020-12-06 00:00:00,0.0
455,CHB,E1,P,0.0,E,2020-12-06 00:00:00,0.0
456,CHB,E1,Q,0.0,E,2020-12-06 00:00:00,0.0
457,CHB,E1,R,0.0,A,2020-12-06 00:00:00,0.0
458,CHB,E1,S,0.0,E,2020-12-06 00:00:00,0.0
459,CHB,E1,T,0.0,E,2020-12-06 00:00:00,0.0
460,CHB,E2,U,0.0,E,2020-12-06 00:00:00,0.0
461,CHB,E2,V,0.0,E,2020-12-06 00:00:00,0.0
462,CHB,E2,W,0.0,E,2020-12-06 00:00:00,0.0
463,CHB,E2,X,0.0,E,2020-12-06 00:00:00,0.0
464,CHB,E2,Y,0.0,E,2020-12-06 00:00:00,0.0
465,CHB,E2,Z,0.0,E,2020-12-06 00:00:00,0.0
466,CHB,E2,A1,0.0,E,2020-12-06 00:00:00,0.0
467,CHB,E2,A2,0.0,A,2020-12-06 00:00:00,64.0
468,CHB,E2,A3,0.0,B,2020-12-06 00:00:00,0.0
469,CHB,E2,B2,0.0,G,2020-12-06 00:00:00,0.0
470,CHB,E2,B3,0.0,F,2020-12-06 00:00:00,0.0
471,CHB,E2,FF1,0.0,E,2020-12-06 00:00:00,0.0
472,CHB,E2,FF2,0.0,F,2020-12-06 00:00:00,0.0
473,CHB,E2,FF3,0.0,M,2020-12-06 00:00:00,82.0
474,CHB,E2,Z1,0.0,H,2020-12-06 00:00:00,0.0
475,CHB,E2,Z2,0.0,K,2020-12-06 00:00:00,0.0
476,CHB,E2,Z3,0.0,K,2020-12-06 00:00:00,0.0
477,CHB,E2,KC,0.0,E,2020-12-06 00:00:00,0.0
478,CHB,E2,KC2,0.0,L,2020-12-06 00:00:00,0.0
479,CHB,E2,KC3,0.0,F,2020-12-06 00:00:00,36.1
